.	エピック	タスク	JIRA	担当	標準工数	実績工数	状態	開始予定	開始実績	終了予定	終了実績	備考				
14	レコメンド学生（注目の学生）　/crecommend/index/292004		ENG1ST-1741	NTQ			仕掛中									
		実装		NTQ	73.0h	73.0h	完了	04/18	04/18	04/28	04/22					
		テスト仕様書作成		NTQ	72.0h	72.0h	完了	04/18	04/18	05/05	05/05	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1652146442289929				
		テスト仕様書レビュー		宗			未着手									
		テスト仕様書FB対応		NTQ	12.0h		未着手									
		機能テスト実施		NTQ	42.0h	42.0h	完了	04/28	04/28	05/06	05/06					
		レビュー					未着手									
		FB対応		NTQ	14.0h		未着手									
		受入					未着手									
		リリース準備					未着手									
15	活動量シミュレーション　/cofferlimit/simulation		ENG1ST-1801	NTQ			仕掛中									
		実装		NTQ	73.0h	10.0h	完了	04/01	04/01	04/15	04/15					
		テスト仕様書作成		NTQ	72.0h	19.5h	完了	04/05	04/05	04/18	04/18	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1650282339337399				
		テスト仕様書レビュー		宗	8.0h	8.0h	完了	05/10	05/10	05/10	05/10	5/11 NTQさん側に連絡済（FB対応有）				
		テスト仕様書FB対応		NTQ	12.0h		完了	05/11	05/11	05/16	05/16	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1652747773269559?thread_ts=1650282339.337399&cid=C02BYE052ES				
		機能テスト実施		NTQ	42.0h	7.0h	完了	04/18	04/18	04/22	04/22					
		重複メソッド対応		NTQ	1.0h	1.0h	完了	04/28	05/04	05/09	05/05					
		レビュー					未着手									
		FB対応		NTQ	14.0h		未着手									
		受入					未着手									
		リリース準備					未着手									
	高評価学生分析　/competencesearch/cactivestudent		ENG1ST-1766	NTQ			仕掛中									
		実装		NTQ	108.0h		完了	05/04	05/04	05/23	05/23					
		テスト仕様書作成		NTQ	128.0h		完了	05/09	05/09	06/06	06/06					
		テスト仕様書レビュー					未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	72.0h		完了	05/27	05/27	06/08	06/08					
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	契約申込内容（成功報酬）　/cplansetting/seikouhoushurequest/7		ENG1ST-2068	NTQ			仕掛中									
		実装		NTQ	73.0h		完了	05/09	05/09	05/18	05/18					
		テスト仕様書作成		NTQ	72.0h		完了	05/09	05/09	05/20	05/20	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1653266097785249				
		テスト仕様書レビュー					未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	42.0h		完了	05/20	05/20	05/25	05/25					
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	申し込み内容印刷（成功報酬 HIREYEAR <= 2020）　/cplansetting/print/7		ENG1ST-2070	NTQ			仕掛中									
		実装		NTQ	73.0h		完了	04/27	04/27	05/11	05/11					
		テスト仕様書作成		NTQ	72.0h		完了	04/27	04/27	05/11	05/11	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1652255085324699				
		テスト仕様書レビュー					未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	42.0h		完了	05/12	05/12	05/18	05/18					
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	申し込み内容印刷（早期）　/cearlyplansetting/print/2		ENG1ST-2076	NTQ			仕掛中									
		実装		NTQ	73.0h		完了	05/04	05/04	05/13	05/13					
		テスト仕様書作成		NTQ	72.0h		完了	05/13	05/12	05/24	05/23	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1653376871731809				
		テスト仕様書レビュー					未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	42.0h		完了	05/25	05/19	05/31	05/27					
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	申し込み内容印刷（成功報酬 2020 < HIREYEAR）　/cplansetting/seikouhoushuwrittenapplication_v3/7		ENG1ST-2071	NTQ			仕掛中									
		実装		NTQ	73.0h		完了	05/10	05/10	05/20	05/20					
		テスト仕様書作成		NTQ	72.0h		完了	05/11	05/11	05/23	05/23	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1653376737711629				
		テスト仕様書レビュー					未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	42.0h		完了	05/23	05/20	05/27	05/23					
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	申し込み内容確認（成功報酬 2020 < HIREYEAR）　/cplansetting/seikouhoushu_v3/7		ENG1ST-2069	NTQ			仕掛中									
		実装		NTQ	73.0h		完了	04/18	04/18	05/27	05/27					
		テスト仕様書作成		NTQ	72.0h		完了	05/19	05/19	05/31	05/31					
		テスト仕様書レビュー					未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	42.0h		完了	05/31	05/31	06/06	06/06					
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	申し込み内容確認（定額）　/cplansetting/seikouhoushu_v3/7		ENG1ST-2077	NTQ			仕掛中									
		実装		NTQ	73.0h		完了	05/16	05/16	06/07	06/07					
		テスト仕様書作成		NTQ	72.0h		完了	05/25	05/25	06/14	06/14					
		テスト仕様書レビュー					未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	42.0h		仕掛中	06/14	06/13	06/20						
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	新規申し込み登録 完了（早期）　/cearlyplansetting/done		ENG1ST-2075	NTQ			仕掛中									
		実装		NTQ	108.0h		完了	04/21	04/21	05/16	05/16					
		テスト仕様書作成		NTQ	128.0h		完了	04/21	04/21	05/16	05/16	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1653008688970119				
		テスト仕様書レビュー		宗			未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	72.0h		完了	05/13	05/13	05/25	05/25					
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	新規申し込み登録）完了（成功報酬） /cplansetting/done		ENG1ST-2073	NTQ			仕掛中									
		実装		NTQ	108.0h		完了	06/01	06/01	06/09	06/09					
		テスト仕様書作成		NTQ	128.0h		完了	06/01	06/01	06/09	06/09					
		テスト仕様書レビュー		宗			未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	72.0h		完了	06/09	06/09	06/15	06/15					
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	活動分析画面 /canalytics		ENG1ST-1806	NTQ			仕掛中									
		実装		NTQ	108.0h		仕掛中	06/02	06/02	06/30						
		テスト仕様書作成		NTQ	128.0h		仕掛中	06/06	06/06	07/29						
		テスト仕様書レビュー		宗			未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	72.0h		未着手	07/27		08/24						
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	オファー枠増枠申請画面 /cofferlimit/request		ENG1ST-2089	NTQ			仕掛中									
		実装		NTQ	108.0h		仕掛中	06/14	06/14	06/22						
		テスト仕様書作成		NTQ	128.0h		仕掛中	06/14	06/14	06/24						
		テスト仕様書レビュー		宗			未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	72.0h		未着手	06/24		07/01						
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	オファー枠増枠申請 完了画面 /cofferlimit/request/done		ENG1ST-2090	NTQ			未着手									
		実装		NTQ	108.0h		未着手	06/24		06/28						
		テスト仕様書作成		NTQ	128.0h		未着手	06/24		06/29						
		テスト仕様書レビュー		宗			未着手									
		テスト仕様書FB対応		NTQ			未着手									
		機能テスト実施		NTQ	72.0h		未着手	06/30		07/01						
		レビュー					未着手									
		FB対応		NTQ			未着手									
		受入					未着手									
		リリース準備					未着手									
	GTM_V2リリース済み画面		ENG1ST-2086	NTQ			完了									
		対象画面一覧作成		NTQ			完了	05/16	05/16	05/16	05/16					
		実装		NTQ			完了	05/17	05/17	05/25	05/26	https://iplug-ntq.slack.com/archives/C02BYE052ES/p1653387847089089				
		レビュー（共通ヘッダ部分のみ先行）		三田		0.3h	完了	05/26	05/26	05/26	05/26					
		テスト仕様書通訳		NTQ	40.0h	30.0h	完了	05/17	05/17	05/25	05/24					
		"機能テスト実施: 
/v2/csettings/company"		NTQ	10.0h	10.0h	完了	05/26	05/26	05/31	06/01					
		"機能テスト実施: 
/v2/csettings/person/edit/{companyMemberId}"		NTQ	5.0h	5.5h	完了	05/26	05/26	05/31	06/01					
		"機能テスト実施: 
/v2/csettings/person/new"		NTQ	3.5h	3.5h	完了	05/30	05/30	05/30	05/30					
		"機能テスト実施: 
/v2/csettings/person"		NTQ	6.0h	6.0h	完了	05/30	05/30	05/30	05/30					
		"機能テスト実施: 
/v2/ccontract/change"		NTQ	10.0h	10.0h	完了	05/30	05/30	05/30	05/30					
		機能テスト実施: /v2/ccontract/complete		NTQ	10.0h	10.0h	完了	05/30	05/30	05/31	05/31					
		"機能テスト実施: 
/v2/coptionsettings/lookatme"		NTQ	3.5h	3.5h	完了	05/26	05/26	05/26	05/26					
		機能テスト実施: /v2/cprof/companypr		NTQ	3.5h	3.0h	完了	05/26	05/26	05/26	05/26					
		機能テスト実施: /v2/cofferguide		NTQ	8.0h	8.0h	完了	05/26	05/26	05/27	05/27					
		機能テスト実施: /v2/coptionsettings/ip_connection_control		NTQ	3.5h	3.0h	完了	05/26	05/26	05/26	05/30					
		機能テスト実施: /v2/csettings/phase		NTQ	4.5h	4.5h	完了	05/26	05/26	05/27	05/30					
		機能テスト実施: /v2/cworkingcondition/index 		NTQ	3.5h	3.0h	完了	05/27	05/27	05/27	05/30					
		機能テスト実施: Common Company Header		NTQ	8.0h	8.0h	完了	05/30	05/30	05/31	06/01					
		機能テスト実施: Common Company Sidebar		NTQ	12.0h	12.0h	完了	05/31	05/31	06/01	06/01					
		機能テスト実施: Common Company Footer		NTQ	3.0h	3.0h	完了	06/01	06/01	06/01	06/01					
		受入		三田		2.0h	完了	06/13	06/13	06/13	06/13					
		リリース準備		三田		2.0h	完了	06/14	06/14	06/14	06/14					
		リリース予告		三田			完了	06/15	06/14	06/15	06/14	UXG（村山さん、阿部さん）に連絡				
		リリース	ENG1ST-2120	三田		1.0h	完了	06/16	06/15	06/16	06/15					
		リリース完了連絡		三田			完了	06/16	06/15	06/16	06/15	UXG（村山さん、阿部さん）に連絡。本番確認依頼				
	GTM_V2リリース待ち画面			NTQ			仕掛中									
		/cprof/companypr	ENG1ST-1552	NTQ	2.5h		未着手									
		/cmsgtemplate	ENG1ST-1553	NTQ	5.0h	5.0h	完了	06/10	06/10	06/13	06/10					
		/csettings/offer	ENG1ST-1557	NTQ	4.5h		完了	06/10	06/10	06/13	06/13					
		/csettings/label	ENG1ST-1558	NTQ	3.5h		完了	06/10	06/09	06/13	06/09					
		/cofferlist	ENG1ST-1811	NTQ	16.0h	10.5h	完了	06/16	06/15	06/22	06/16					
		/cprof/setting/	ENG1ST-1696	NTQ	2.0h		仕掛中	06/13	06/13	06/17						
		/company/terms	ENG1ST-1631	NTQ	1.0h		未着手	06/28		06/28						
		/company/contact	ENG1ST-1636	NTQ	2.0h		未着手	06/28		06/28						
		/company/contactdone	ENG1ST-1641	NTQ	1.0h		未着手	06/17		06/20						
		/company/material	ENG1ST-1646	NTQ	8.0h		未着手	06/17		06/20						
		/company/materialdone	ENG1ST-1651	NTQ	6.0h		未着手	06/17		06/20						
		/clogin/logout	ENG1ST-1610	NTQ	4.0h		未着手	06/17		06/17						
		/cregister	ENG1ST-1686	NTQ	5.0h		未着手	06/17		06/17						
		/clogin/set_password/<token	ENG1ST-1691	NTQ	4.0h		未着手	06/17		06/17						
		/cofferlimit	ENG1ST-1701	NTQ	5.0h	5.0h	完了	06/16	06/14	06/17	06/15					
		/cef1g/about	ENG1ST-1751	NTQ	6.0h	6.0h	完了	06/17	06/13	06/20	06/13					
		/cstudenthide	ENG1ST-1756	NTQ	12.0h		仕掛中	06/15	06/15	06/22						
		/cevent/invite?event=20680 確認	ENG1ST-1883	NTQ	8.0h		未着手	06/22		06/23						
		/cevent/invite_complete	ENG1ST-1884	NTQ	4.0h		未着手	06/23		06/23						
		/cevent/new/15019	ENG1ST-1885	NTQ	16.0h	14.0h	完了	06/14	06/14	06/22	06/15					
		/cevent/send_message/20680 (一括メッセージ送信)	ENG1ST-1886	NTQ	9.0h		未着手	06/22		06/23						
		/coffer/sendexec/82194	ENG1ST-1731	NTQ	5.0h		未着手	06/23		06/23						
		/competencesearch/cactivepersonal	ENG1ST-1761	NTQ	8.0h		未着手	06/24		06/27						
		/cplan	ENG1ST-1771	NTQ	7.0h		未着手	06/27		06/27						
		/cplan/new	ENG1ST-1776	NTQ	8.0h		未着手	06/28		06/29						
		/cplan/edit/2117	ENG1ST-1781	NTQ	7.0h	6.0h	完了	06/23	06/13	06/23	06/13					
		/cevent/student/346499	ENG1ST-1888	NTQ	10.0h		未着手	06/24		06/27						
		/cplan/resultinput/2321	ENG1ST-1791	NTQ	13.0h		未着手	06/29		06/30						
		/cplan/start	ENG1ST-1796	NTQ	4.0h		未着手	06/24		06/24						
		/cofferlist/send_message?phase=100	ENG1ST-1812	NTQ	9.0h		未着手	06/24		06/27						
		/cofferlist/send_message_confirm	ENG1ST-1817	NTQ	6.0h		未着手	06/27		06/27						
		/cdecidemanage/new	ENG1ST-1891	NTQ	5.0h		未着手	06/28		06/28						
		/cdecidemanage/chat/144575	ENG1ST-1892	NTQ	6.0h		未着手	06/28		06/29						
		/cinformation/	ENG1ST-1991	NTQ	5.0h		未着手	06/29		06/30						
		/cplansetting/select_plan	ENG1ST-1983	NTQ	5.0h	5.0h	完了	06/14	06/14	06/14	06/14					
		/cplansetting/about	ENG1ST-1984	NTQ	7.0h	7.0h	完了	06/14	06/14	06/14	06/14					
		/cknowhow/	ENG1ST-1985	NTQ	5.0h	5.0h	完了	06/14	06/14	06/14	06/14					
		/cevent/about	ENG1ST-2001	NTQ	5.0h		未着手	06/29		06/29						
		/cevent/calendar	ENG1ST-2013	NTQ	5.0h		未着手	06/29		06/30						
		/cinformation/page/108/	ENG1ST-2004	NTQ	1.0h	1.0h	完了	06/09	06/09	06/09	06/09					
		/cearlyplansetting/detail/2	ENG1ST-2058	NTQ	1.5h	5.0h	未着手	07/01		07/01						
		/cbill	ENG1ST-2053	NTQ	1.5h	5.0h	未着手	07/01		07/04						
		/caccesslog	ENG1ST-2062	NTQ	1.5h	5.0h	未着手	07/04		07/04						
		/cevent/invite?event=20680 確認 [ENG1ST-1883]	ENG1ST-1883	NTQ	16.0h	23.0h	未着手	07/01		07/05						
		/cofferlist/reject/before	ENG1ST-2043	NTQ	6.0h	11.0h	未着手	07/06		07/07						
		/cdecidemanage	ENG1ST-2052	NTQ	4.0h	8.0h	未着手	07/05		07/05						
		/cef1g	ENG1ST-2040	NTQ	2.0h	5.0h	未着手	07/06		07/06						
		/clookatme/list	ENG1ST-2039	NTQ	8.0h	13.0h	未着手	07/01		07/04						
		/cplansetting/detail/7	ENG1ST-2055	NTQ	1.0h	4.0h	未着手	07/06		07/07						
		/ccompanychat/index/	ENG1ST-2061	NTQ	1.5h	5.0h	未着手	07/05		07/05						
		/cofferlimit/simulation	ENG1ST-1801	NTQ	2.0h	5.0h	未着手	07/06		07/06						
		/cplansetting/index	ENG1ST-2054	NTQ	2.0h	5.0h	未着手	07/07		07/07						
		/cplan/result/2117	ENG1ST-1786	NTQ	4.5h	9.0h	未着手	07/08		07/11						
		/crecommend/index/292004	ENG1ST-1741	NTQ	1.0h	4.0h	未着手	07/11		07/11						
		/cef1g/exam_request	ENG1ST-2041	NTQ	0.5h	4.0h	未着手	07/12		07/12						
		/cearlyplansetting/new	ENG1ST-2059	NTQ	2.0h	2.0h	完了	06/10	06/09	06/10	06/09					
		/cearlyplansetting/confirm	ENG1ST-2060	NTQ	2.0h	1.0h	完了	06/10	06/09	06/10	06/09					
		/cearlyplansetting/done	ENG1ST-2075	NTQ	1.5h	1.0h	完了	06/10	06/09	06/10	06/09					
		/cstudentlabel	ENG1ST-2038	NTQ	4.0h		未着手	06/30		06/30						
		/competencesearch/cactivestudent	ENG1ST-1766	NTQ	5.0h	5.0h	完了	06/10	06/07	06/10	06/08					
		"/cevent
/cevent/?direction=all"	ENG1ST-2044	NTQ	5.5h	4.0h	完了	06/07	06/07	06/07	06/07					
		"/cevent/edit/15019
/cevent/done/edit"	ENG1ST-2050	NTQ	5.0h	5.0h	完了	06/10	06/07	06/10	06/07					
		/cplansetting/seikouhoushurequest/7	ENG1ST-2068	NTQ	1.0h	0.5h	完了	06/10	06/08	06/13	06/08					
		/cplansetting/print/7	ENG1ST-2070	NTQ	1.0h		完了	06/10	06/08	06/14	06/14					
		/cearlyplansetting/print/2	ENG1ST-2076	NTQ	1.0h	0.5h	完了	06/10	06/08	06/13	06/08					
		/cplansetting/seikouhoushuwrittenapplication_v3/7	ENG1ST-2071	NTQ	1.0h		未着手	06/17		06/17						
		/cplansetting/seikouhoushu_v3/7	ENG1ST-2069	NTQ	2.0h	2.0h	完了	06/10	06/09	06/13	06/09					
		"採用計画 API連携　設定画面
/csettings/api/iweb
/csettings/api/sonar
/csettings/api/talentio"	ENG1ST-1854				未着手					i-Plug側リプレース完了した次第計画する。				
		"かんたん日程調整（開催前のイベント）イベント開催場所設定画面
/csettings/eventplace"	ENG1ST-1559				未着手					i-Plug側リプレース完了した次第計画する。				
		"採用計画　レジュメPDF出力
/cstudent/prof/513024"	ENG1ST-1920				未着手					i-Plug側リプレース完了した次第計画する。				
		ヘルプデスク	ENG1ST-1846				未着手					i-Plug側リプレース完了した次第計画する。				
		"選考する（選考管理リスト）メッセージリスト
＊＊＊さんとのメッセージ
/cmessage/list/recv
/cmessage/list/sent/1/50
/cmessage/index/335162"	ENG1ST-1999				未着手					i-Plug側リプレース完了した次第計画する。				
		"採用計画　学生番号: ****の見極めシート画面
/cef1g/sakura/<student.ID>
/cef1g/ibj/<student.ID>
/cef1g/premiumgroup/<student.ID>
/cef1g/wanbishi/<student.ID>
/cef1g/iplug/<student.ID>"	ENG1ST-1932				未着手					i-Plug側リプレース完了した次第計画する。				
	GTM_V1残画面			NTQ			未着手									
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
